2026-03-19T02:28:23+00:00 | 192.168.1.0 | GET /dashboard | port=443 | status=403 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /dashboard -> 403 (sev=high) suspicious-response=403
2026-03-20T03:36:09+00:00 | 192.168.1.0 | POST /dashboard | port=80 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /dashboard -> 200 (sev=high) suspicious-response=200
2026-03-20T10:49:47+00:00 | 192.168.1.0 | DELETE /admin | port=80 | status=302 | severity=low | [2f02d820-a5ad-448c-8fbb-73dfc748660f] DELETE /admin -> 302 (sev=low)
2026-03-20T20:02:14+00:00 | 192.168.1.0 | GET /api/search | port=443 | status=500 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /api/search?q=call -> 500 (sev=high) noise:et38
2026-03-19T18:10:51+00:00 | 192.168.1.0 | GET /api/search | port=80 | status=301 | severity=low | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /api/search?q=listen -> 301 (sev=low)
2026-03-20T23:10:56+00:00 | 192.168.1.0 | PUT /api/orders | port=80 | status=200 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PUT /api/orders -> 200 (sev=medium) noise:he61
2026-03-20T07:19:35+00:00 | 192.168.1.0 | POST /dashboard | port=80 | status=200 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /dashboard -> 200 (sev=medium)
2026-03-20T10:29:42+00:00 | 192.168.1.0 | PATCH /api/search | port=80 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH /api/search?q=hear -> 200 (sev=high)
2026-03-19T02:57:23+00:00 | 192.168.1.0 | GET /api/orders | port=80 | status=200 | severity=low | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /api/orders -> 200 (sev=low)
2026-03-19T09:19:52+00:00 | 192.168.1.0 | DELETE /status | port=80 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] DELETE /status -> 200 (sev=high)
2026-03-20T11:06:07+00:00 | 192.168.1.0 | PATCH /api/orders | port=443 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH /api/orders -> 200 (sev=high) suspicious-response=200
2026-03-20T19:05:19+00:00 | 192.168.1.0 | PUT /admin | port=80 | status=302 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PUT /admin -> 302 (sev=high)
2026-03-19T08:12:53+00:00 | 192.168.1.0 | PATCH / | port=443 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH / -> 200 (sev=high) suspicious-response=200
2026-03-19T09:37:51+00:00 | 192.168.1.0 | GET /api/search | port=443 | status=201 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /api/search?q=ahead -> 201 (sev=high)
2026-03-20T00:44:36+00:00 | 192.168.1.0 | PUT /api/search | port=80 | status=500 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PUT /api/search?q=usually -> 500 (sev=high)
2026-03-20T15:23:34+00:00 | 192.168.1.0 | GET /status | port=443 | status=504 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /status -> 504 (sev=high) suspicious-response=504
2026-03-20T02:35:44+00:00 | 192.168.1.0 | GET /api/auth | port=80 | status=400 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /api/auth -> 400 (sev=high) noise:os33
2026-03-19T09:13:45+00:00 | 192.168.1.0 | PATCH /status | port=443 | status=504 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH /status -> 504 (sev=high) noise:pi90
2026-03-20T03:05:04+00:00 | 192.168.1.0 | GET /admin | port=443 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /admin -> 200 (sev=high)
2026-03-20T07:01:59+00:00 | 192.168.1.0 | PUT /api/orders | port=443 | status=200 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PUT /api/orders -> 200 (sev=medium)
2026-03-19T11:40:20+00:00 | 192.168.1.0 | POST /status | port=80 | status=301 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /status -> 301 (sev=medium)
2026-03-19T20:52:09+00:00 | 192.168.1.0 | POST /dashboard | port=443 | status=502 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /dashboard -> 502 (sev=medium)
2026-03-20T09:05:45+00:00 | 192.168.1.0 | POST /settings | port=80 | status=401 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /settings -> 401 (sev=high)
2026-03-19T13:35:01+00:00 | 192.168.1.0 | PATCH / | port=80 | status=429 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH / -> 429 (sev=high) suspicious-response=429
2026-03-20T07:42:58+00:00 | 192.168.1.0 | DELETE / | port=443 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] DELETE / -> 200 (sev=high)
2026-03-20T20:39:10+00:00 | 192.168.1.0 | PATCH /login | port=443 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH /login -> 200 (sev=high)
2026-03-19T07:24:59+00:00 | 192.168.1.0 | POST /status | port=80 | status=504 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /status -> 504 (sev=medium)
2026-03-20T01:30:01+00:00 | 192.168.1.0 | POST /api/orders | port=80 | status=500 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /api/orders -> 500 (sev=high)
2026-03-19T04:15:13+00:00 | 192.168.1.0 | GET /login | port=80 | status=200 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /login -> 200 (sev=medium)
2026-03-20T03:19:05+00:00 | 192.168.1.0 | GET /api/orders | port=443 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /api/orders -> 200 (sev=high)
2026-03-19T05:44:03+00:00 | 192.168.1.0 | PUT /admin | port=80 | status=502 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PUT /admin -> 502 (sev=high) suspicious-response=502
2026-03-20T20:17:03+00:00 | 192.168.1.0 | POST /status | port=443 | status=404 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /status -> 404 (sev=high)
2026-03-20T19:17:08+00:00 | 192.168.1.0 | POST /api/users | port=443 | status=500 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /api/users -> 500 (sev=high) suspicious-response=500
2026-03-19T14:34:04+00:00 | 192.168.1.0 | PATCH /admin | port=80 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH /admin -> 200 (sev=high) noise:om26
2026-03-19T23:05:11+00:00 | 192.168.1.0 | DELETE /settings | port=443 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] DELETE /settings -> 200 (sev=high)
2026-03-19T08:54:37+00:00 | 192.168.1.0 | POST /api/search | port=443 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /api/search?q=note -> 200 (sev=high) noise:pk35 suspicious-response=200
2026-03-20T20:02:15+00:00 | 192.168.1.0 | PATCH /admin | port=443 | status=302 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH /admin -> 302 (sev=high)
2026-03-20T00:46:15+00:00 | 192.168.1.0 | GET /settings | port=80 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /settings -> 200 (sev=high)
2026-03-19T18:09:06+00:00 | 192.168.1.0 | DELETE /status | port=443 | status=200 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] DELETE /status -> 200 (sev=medium)
2026-03-19T14:55:35+00:00 | 192.168.1.0 | POST /api/orders | port=443 | status=301 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /api/orders -> 301 (sev=high)
2026-03-19T12:32:10+00:00 | 192.168.1.0 | GET /admin | port=443 | status=500 | severity=low | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /admin -> 500 (sev=low) noise:iy76
2026-03-20T21:24:19+00:00 | 192.168.1.0 | DELETE /api/users | port=80 | status=200 | severity=low | [2f02d820-a5ad-448c-8fbb-73dfc748660f] DELETE /api/users -> 200 (sev=low)
2026-03-19T07:35:17+00:00 | 192.168.1.0 | PUT /admin | port=80 | status=201 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PUT /admin -> 201 (sev=high) suspicious-response=201
2026-03-19T03:17:39+00:00 | 192.168.1.0 | DELETE /api/orders | port=80 | status=200 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] DELETE /api/orders -> 200 (sev=medium)
2026-03-20T09:59:21+00:00 | 192.168.1.0 | GET /status | port=80 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /status -> 200 (sev=high) suspicious-response=200
2026-03-19T12:39:41+00:00 | 192.168.1.0 | POST /dashboard | port=80 | status=404 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /dashboard -> 404 (sev=high) noise:uo12
2026-03-19T09:52:25+00:00 | 192.168.1.0 | POST /api/auth | port=80 | status=204 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /api/auth -> 204 (sev=high)
2026-03-20T09:47:20+00:00 | 192.168.1.0 | GET /api/users | port=80 | status=504 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /api/users -> 504 (sev=high)
2026-03-19T01:16:50+00:00 | 192.168.1.0 | PUT / | port=80 | status=400 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PUT / -> 400 (sev=medium)
2026-03-20T11:59:24+00:00 | 192.168.1.0 | PATCH /admin | port=443 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH /admin -> 200 (sev=high)
2026-03-19T16:37:20+00:00 | 192.168.1.0 | PATCH /status | port=80 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH /status -> 200 (sev=high)
2026-03-20T03:47:51+00:00 | 192.168.1.0 | PATCH /api/orders | port=80 | status=503 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH /api/orders -> 503 (sev=high)
2026-03-19T11:16:30+00:00 | 192.168.1.0 | GET /status | port=443 | status=200 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /status -> 200 (sev=medium)
2026-03-19T12:36:38+00:00 | 192.168.1.0 | DELETE /dashboard | port=80 | status=200 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] DELETE /dashboard -> 200 (sev=medium) noise:mo49
2026-03-20T07:14:15+00:00 | 192.168.1.0 | PATCH /api/search | port=80 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH /api/search?q=organization -> 200 (sev=high) suspicious-response=200
2026-03-19T19:54:44+00:00 | 192.168.1.0 | GET /settings | port=80 | status=200 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /settings -> 200 (sev=medium)
2026-03-19T04:11:30+00:00 | 192.168.1.0 | DELETE /api/search | port=80 | status=500 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] DELETE /api/search?q=light -> 500 (sev=high)
2026-03-20T17:38:29+00:00 | 192.168.1.0 | PATCH /api/search | port=80 | status=403 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PATCH /api/search?q=employee -> 403 (sev=high)
2026-03-19T21:39:17+00:00 | 192.168.1.0 | POST /api/search | port=80 | status=504 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /api/search?q=feeling -> 504 (sev=high)
2026-03-20T21:50:21+00:00 | 192.168.1.0 | GET /dashboard | port=80 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] GET /dashboard -> 200 (sev=high)
2026-03-19T14:12:53+00:00 | 192.168.1.0 | PUT /settings | port=443 | status=400 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PUT /settings -> 400 (sev=high) noise:nf09 suspicious-response=400
2026-03-20T03:20:21+00:00 | 192.168.1.0 | POST /admin | port=443 | status=204 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST /admin -> 204 (sev=high)
2026-03-20T16:43:38+00:00 | 192.168.1.0 | PUT /api/orders | port=80 | status=200 | severity=medium | [2f02d820-a5ad-448c-8fbb-73dfc748660f] PUT /api/orders -> 200 (sev=medium)
2026-03-19T13:36:42+00:00 | 192.168.1.0 | POST / | port=443 | status=503 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] POST / -> 503 (sev=high) noise:vp14 suspicious-response=503
2026-03-19T23:39:06+00:00 | 192.168.1.0 | DELETE /settings | port=443 | status=200 | severity=high | [2f02d820-a5ad-448c-8fbb-73dfc748660f] DELETE /settings -> 200 (sev=high) suspicious-response=200
