2026-03-11 08:01:48 | IP:10.0.0.5 | USER:test | EVENT:XSS_ATTACK_DETECTED | SCORE:7
2026-03-10 14:37:58 | IP:10.0.0.5 | USER:admin | EVENT:UNAUTHORIZED_ACCESS | SCORE:6
2026-03-10 16:36:27 | IP:45.33.32.156 | USER:root | EVENT:PORT_SCAN_DETECTED | SCORE:4
2026-03-10 13:32:06 | IP:203.45.67.89 | USER:user1 | EVENT:SQL_INJECTION_DETECTED | SCORE:8
2026-03-11 04:42:22 | IP:203.45.67.89 | USER:root | EVENT:SQL_INJECTION_DETECTED | SCORE:8
2026-03-10 09:53:12 | IP:203.45.67.89 | USER:guest | EVENT:UNAUTHORIZED_ACCESS | SCORE:6
2026-03-10 17:49:58 | IP:10.0.0.5 | USER:guest | EVENT:LOGIN_SUCCESS | SCORE:0
2026-03-11 08:36:53 | IP:185.199.110.153 | USER:test | EVENT:MALWARE_SIGNATURE_FOUND | SCORE:10
2026-03-10 10:53:18 | IP:172.16.0.12 | USER:developer | EVENT:SQL_INJECTION_DETECTED | SCORE:8
2026-03-10 13:56:45 | IP:185.199.110.153 | USER:test | EVENT:BRUTE_FORCE_ATTEMPT | SCORE:5
2026-03-11 06:03:14 | IP:185.199.110.153 | USER:user1 | EVENT:SQL_INJECTION_DETECTED | SCORE:8
2026-03-10 22:22:44 | IP:172.16.0.12 | USER:developer | EVENT:DDOS_TRAFFIC_SPIKE | SCORE:9
2026-03-10 18:25:20 | IP:66.249.66.1 | USER:root | EVENT:DDOS_TRAFFIC_SPIKE | SCORE:9
2026-03-11 05:40:17 | IP:45.33.32.156 | USER:developer | EVENT:XSS_ATTACK_DETECTED | SCORE:7
2026-03-10 19:36:47 | IP:45.33.32.156 | USER:guest | EVENT:UNAUTHORIZED_ACCESS | SCORE:6
2026-03-10 15:37:55 | IP:203.45.67.89 | USER:test | EVENT:DDOS_TRAFFIC_SPIKE | SCORE:9
2026-03-11 06:55:57 | IP:66.249.66.1 | USER:admin | EVENT:PORT_SCAN_DETECTED | SCORE:4
2026-03-11 02:36:24 | IP:203.45.67.89 | USER:developer | EVENT:LOGIN_SUCCESS | SCORE:0
2026-03-10 13:17:38 | IP:185.199.110.153 | USER:test | EVENT:BRUTE_FORCE_ATTEMPT | SCORE:5
2026-03-10 19:24:44 | IP:203.45.67.89 | USER:guest | EVENT:LOGIN_SUCCESS | SCORE:0
2026-03-11 08:26:26 | IP:185.199.110.153 | USER:admin | EVENT:MALWARE_SIGNATURE_FOUND | SCORE:10
2026-03-10 13:47:49 | IP:203.45.67.89 | USER:guest | EVENT:PHISHING_ATTEMPT | SCORE:5
2026-03-10 14:19:46 | IP:45.33.32.156 | USER:user1 | EVENT:DDOS_TRAFFIC_SPIKE | SCORE:9
2026-03-10 16:02:19 | IP:185.199.110.153 | USER:user1 | EVENT:MALWARE_SIGNATURE_FOUND | SCORE:10
2026-03-10 14:42:26 | IP:10.0.0.5 | USER:root | EVENT:SQL_INJECTION_DETECTED | SCORE:8
2026-03-10 08:54:15 | IP:192.168.1.10 | USER:root | EVENT:UNAUTHORIZED_ACCESS | SCORE:6
2026-03-10 09:43:30 | IP:203.45.67.89 | USER:admin | EVENT:PORT_SCAN_DETECTED | SCORE:4
2026-03-11 02:20:06 | IP:10.0.0.5 | USER:test | EVENT:PORT_SCAN_DETECTED | SCORE:4
2026-03-10 23:09:17 | IP:45.33.32.156 | USER:guest | EVENT:UNAUTHORIZED_ACCESS | SCORE:6
2026-03-10 13:43:48 | IP:172.16.0.12 | USER:root | EVENT:UNAUTHORIZED_ACCESS | SCORE:6
2026-03-11 05:36:46 | IP:45.33.32.156 | USER:guest | EVENT:UNAUTHORIZED_ACCESS | SCORE:6
2026-03-11 02:14:46 | IP:203.45.67.89 | USER:admin | EVENT:XSS_ATTACK_DETECTED | SCORE:7
2026-03-10 22:39:30 | IP:172.16.0.12 | USER:root | EVENT:XSS_ATTACK_DETECTED | SCORE:7
2026-03-10 16:26:06 | IP:185.199.110.153 | USER:test | EVENT:UNAUTHORIZED_ACCESS | SCORE:6
2026-03-10 12:27:38 | IP:172.16.0.12 | USER:root | EVENT:BRUTE_FORCE_ATTEMPT | SCORE:5
2026-03-10 10:35:17 | IP:10.0.0.5 | USER:test | EVENT:LOGIN_SUCCESS | SCORE:0
2026-03-11 04:40:26 | IP:172.16.0.12 | USER:test | EVENT:BRUTE_FORCE_ATTEMPT | SCORE:5
2026-03-11 01:48:25 | IP:10.0.0.5 | USER:user1 | EVENT:PHISHING_ATTEMPT | SCORE:5
2026-03-11 00:55:05 | IP:45.33.32.156 | USER:user1 | EVENT:SQL_INJECTION_DETECTED | SCORE:8
2026-03-11 02:44:37 | IP:66.249.66.1 | USER:admin | EVENT:SQL_INJECTION_DETECTED | SCORE:8
2026-03-10 23:21:04 | IP:66.249.66.1 | USER:developer | EVENT:PHISHING_ATTEMPT | SCORE:5
2026-03-11 01:41:50 | IP:185.199.110.153 | USER:root | EVENT:PORT_SCAN_DETECTED | SCORE:4
2026-03-10 10:29:45 | IP:66.249.66.1 | USER:admin | EVENT:LOGIN_SUCCESS | SCORE:0
2026-03-11 04:10:55 | IP:10.0.0.5 | USER:root | EVENT:DDOS_TRAFFIC_SPIKE | SCORE:9
2026-03-10 12:29:27 | IP:45.33.32.156 | USER:admin | EVENT:XSS_ATTACK_DETECTED | SCORE:7
2026-03-10 14:52:21 | IP:66.249.66.1 | USER:root | EVENT:DDOS_TRAFFIC_SPIKE | SCORE:9
2026-03-10 10:01:08 | IP:203.45.67.89 | USER:admin | EVENT:BRUTE_FORCE_ATTEMPT | SCORE:5
2026-03-11 03:07:38 | IP:172.16.0.12 | USER:guest | EVENT:LOGIN_FAILED | SCORE:2
2026-03-10 10:41:46 | IP:172.16.0.12 | USER:guest | EVENT:LOGIN_FAILED | SCORE:2
2026-03-10 14:44:23 | IP:192.168.1.10 | USER:guest | EVENT:XSS_ATTACK_DETECTED | SCORE:7
2026-03-11 06:12:11 | IP:203.45.67.89 | USER:admin | EVENT:LOGIN_SUCCESS | SCORE:0
2026-03-11 00:54:17 | IP:66.249.66.1 | USER:admin | EVENT:MALWARE_SIGNATURE_FOUND | SCORE:10
2026-03-10 14:05:00 | IP:185.199.110.153 | USER:guest | EVENT:SQL_INJECTION_DETECTED | SCORE:8
2026-03-11 00:54:06 | IP:203.45.67.89 | USER:admin | EVENT:PORT_SCAN_DETECTED | SCORE:4
2026-03-10 13:13:13 | IP:172.16.0.12 | USER:guest | EVENT:DDOS_TRAFFIC_SPIKE | SCORE:9
2026-03-10 10:02:41 | IP:172.16.0.12 | USER:guest | EVENT:BRUTE_FORCE_ATTEMPT | SCORE:5
2026-03-11 07:00:27 | IP:172.16.0.12 | USER:developer | EVENT:LOGIN_FAILED | SCORE:2
2026-03-10 16:42:56 | IP:45.33.32.156 | USER:user1 | EVENT:SQL_INJECTION_DETECTED | SCORE:8
2026-03-11 01:26:37 | IP:10.0.0.5 | USER:guest | EVENT:XSS_ATTACK_DETECTED | SCORE:7
2026-03-10 09:31:56 | IP:45.33.32.156 | USER:test | EVENT:DDOS_TRAFFIC_SPIKE | SCORE:9
2026-03-10 14:24:41 | IP:10.0.0.5 | USER:developer | EVENT:SQL_INJECTION_DETECTED | SCORE:8
2026-03-10 09:30:28 | IP:45.33.32.156 | USER:admin | EVENT:LOGIN_SUCCESS | SCORE:0
2026-03-11 05:17:42 | IP:45.33.32.156 | USER:developer | EVENT:MALWARE_SIGNATURE_FOUND | SCORE:10
2026-03-10 08:49:35 | IP:192.168.1.10 | USER:test | EVENT:PORT_SCAN_DETECTED | SCORE:4
2026-03-10 13:35:51 | IP:192.168.1.10 | USER:developer | EVENT:PHISHING_ATTEMPT | SCORE:5
2026-03-11 01:23:53 | IP:45.33.32.156 | USER:root | EVENT:PORT_SCAN_DETECTED | SCORE:4
2026-03-10 14:39:04 | IP:172.16.0.12 | USER:root | EVENT:DDOS_TRAFFIC_SPIKE | SCORE:9
